ChosenID,Basin,WellName,County,LeaseName,bundle,Parent_Child_Cluster_Labels,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,Comp_Dt,HoleDirection,SurfaceLatitude,SurfaceLongitude,BH_Lat,BH_Long,mid_lat,mid_long,First_Prod_Year,First_Prod_Month
4238939261,DB,JOHN PHILLIP LONG STATE 18-19 A 134H,REEVES,JOHN PHILLIP LONG STATE 18-19 A,0,2,08-292705-G,PHANTOM,01PDP,3RD BS,11162,9/1/2021,9/1/2021,H,31.38929807,-103.317163,31.35896282,-103.3218293,31.37413044,-103.3194962,2021,9
4238939263,DB,JOHN PHILLIP LONG STATE 18-19 C 233H,REEVES,JOHN PHILLIP LONG STATE 18-19 C,0,2,08-292616-G,PHANTOM,01PDP,WCA,11151,9/1/2021,9/2/2021,H,31.38940607,-103.317137,31.35953679,-103.3247334,31.37447143,-103.3209352,2021,9
4238939262,DB,JOHN PHILLIP LONG STATE 18-19 B 221H,REEVES,JOHN PHILLIP LONG STATE 18-19 B,0,2,08-292637-G,PHANTOM,01PDP,WCA,11122,9/1/2021,9/2/2021,H,31.38919008,-103.317189,31.36002077,-103.3275665,31.37460542,-103.3223778,2021,9
4238939343,DB,ALTAI 23 1BS,REEVES,ALTAI 23,1,2,08-056710-O,HOEFS T-K,01PDP,3RD BS,11750,11/1/2021,11/18/2021,H,31.37153954,-103.2619834,31.40336654,-103.2562024,31.38745304,-103.2590929,2021,11
4238939338,DB,IGUANA UNIT 6B62 62H,REEVES,IGUANA UNIT 6B62,2,2,08-056327-O,SANDBAR,01PDP,2ND BS,8433,9/1/2021,9/13/2021,H,31.26490423,-103.1772646,31.28802029,-103.1772033,31.27646226,-103.1772339,2021,9
4238939336,DB,IGUANA UNIT 6B14 14H,REEVES,IGUANA UNIT 6B14,2,2,08-056351-O,WOLFBONE,01PDP,WCA,8456,9/1/2021,9/13/2021,H,31.26490423,-103.1771674,31.28800911,-103.1750227,31.27645667,-103.176095,2021,9
4238939334,DB,MOTHBALL 154-153 UNIT E 4H,REEVES,MOTHBALL 154-153 UNIT E,3,2,08-056653-O,HOEFS T-K,01PDP,WCA,11372,9/1/2021,9/7/2021,H,31.11485557,-103.6049527,31.14532496,-103.5972667,31.13009026,-103.6011097,2021,9
4238939333,DB,CABRITO LONG STATE A T 38H,REEVES,CABRITO LONG STATE A,4,2,08-291711-G,PHANTOM,01PDP,3RD BS,9734,6/1/2021,6/28/2021,H,31.39511113,-103.4212584,31.3697833,-103.4310834,31.38244722,-103.4261709,2021,6
4238939337,DB,IGUANA UNIT 6D12 12H,REEVES,IGUANA UNIT 6D12,2,2,08-056353-O,WOLFBONE,01PDP,WCA,8462,9/1/2021,9/13/2021,H,31.26490423,-103.1773591,31.28802857,-103.1794756,31.2764664,-103.1784173,2021,9
4238939332,DB,LONGWAY 16 UNIT 331H,REEVES,LONGWAY 16 UNIT,5,2,08-292777-G,PHANTOM,01PDP,WCB,10732,10/1/2021,10/1/2021,H,31.38780211,-103.317132,31.4168844,-103.3119427,31.40234325,-103.3145374,2021,10
4238939264,DB,BELL CAPPS UNIT 214H 3H,REEVES,BELL CAPPS UNIT 214H,6,2,08-052224-O,WOLFBONE,01PDP,WCA,10740,5/1/2021,4/28/2021,H,31.16902,-103.5572416,31.14023997,-103.564472,31.15462998,-103.5608568,2021,5
4238939265,DB,BELL CAPPS UNIT 214H 4H,REEVES,BELL CAPPS UNIT 214H,7,2,08-052224-O,WOLFBONE,01PDP,WCA,8416,5/1/2021,4/30/2021,H,31.168999,-103.5571326,31.1460758,-103.5601539,31.1575374,-103.5586432,2021,5
4238939267,DB,BEXAR 11-14 EAST UNIT 3H,REEVES,BEXAR 11-14 EAST UNIT,8,2,08-057404-O,WOLFBONE,01PDP,WCA,10279,11/1/2021,11/19/2021,H,31.16972924,-103.3937031,31.14187227,-103.3986385,31.15580076,-103.3961708,2021,11
4238939271,DB,BEXAR 11-14 WEST UNIT 10H,REEVES,BEXAR 11-14 WEST UNIT,8,2,08-057404-O,WOLFBONE,01PDP,3RD BS,10081,11/1/2021,11/19/2021,H,31.16978024,-103.3934071,31.1421493,-103.3932193,31.15596477,-103.3933132,2021,11
4238939270,DB,BEXAR 11-14 EAST UNIT 9H,REEVES,BEXAR 11-14 EAST UNIT,8,2,08-057404-O,WOLFBONE,01PDP,3RD BS,10203,11/1/2021,11/19/2021,H,31.16972924,-103.3936241,31.14191228,-103.3969984,31.15582076,-103.3953113,2021,11
4238939269,DB,BEXAR 11-14 WEST UNIT 5H,REEVES,BEXAR 11-14 WEST UNIT,8,2,08-057404-O,WOLFBONE,01PDP,WCA,10148,11/1/2021,11/19/2021,H,31.16977824,-103.3933251,31.14201032,-103.3914433,31.15589428,-103.3923842,2021,11
4238939268,DB,BEXAR 11-14 WEST UNIT 4H,REEVES,BEXAR 11-14 WEST UNIT,8,2,08-057404-O,WOLFBONE,01PDP,WCA,10175,11/1/2021,11/19/2021,H,31.16978324,-103.3934831,31.14192729,-103.3950614,31.15585527,-103.3942723,2021,11
4238932532,DB,INTERSTATE 1,REEVES,INTERSTATE,9,2,08-050444-O,SANDBAR,01PDP,3RD BS,3275,8/1/2008,8/26/2008,H,31.41792502,-103.4118334,31.42674441,-103.4098667,31.42233471,-103.41085,2008,8
4238932887,DB,WORSHAM `6-15` 1H,REEVES,WORSHAM `6-15`,10,2,08-042008-O,PHANTOM,01PDP,3RD BS,4483,11/1/2011,11/11/2011,H,31.40249401,-103.3252684,31.41419773,-103.3208773,31.40834587,-103.3230729,2011,11
4238935075,DB,JAGUAR 1H,REEVES,JAGUAR,11,2,08-048554-O,PHANTOM,01PDP,WCA,4798,4/1/2016,4/27/2016,H,31.21213941,-103.5595228,31.19928285,-103.562767,31.20571113,-103.5611449,2016,4
4238935077,DB,ZEBRA STATE 10 13H,REEVES,ZEBRA STATE 10,12,2,08-042643-O,WOLFBONE,01PDP,WCA,5034,4/1/2016,4/12/2016,H,31.27395837,-103.3186577,31.28765794,-103.3167241,31.28080815,-103.3176909,2016,4
4238935195,DB,BRONZE 6-15 1505H,REEVES,BRONZE 6-15,13,2,08-046458-O,PHANTOM,01PDP,WCA,6039,9/1/2016,9/26/2016,H,31.38829996,-103.326638,31.40426968,-103.3215396,31.39628482,-103.3240888,2016,9
4238935273,DB,LONGORIA 11 2H,REEVES,LONGORIA 11,14,2,08-047189-O,PHANTOM,01PDP,WCB,7793,4/1/2017,4/20/2017,H,31.26361596,-103.6439291,31.26355374,-103.668919,31.26358485,-103.6564241,2017,4
4238935327,DB,WILLIAMS SOUTH 10-51 1H,REEVES,WILLIAMS SOUTH 10-51,15,2,08-048639-O,HOEFS T-K,01PDP,WCA,4969,3/1/2017,2/24/2017,H,31.27438922,-103.4236468,31.27391921,-103.4077183,31.27415421,-103.4156825,2017,3
4238935575,DB,CHIEF PINKIE UNIT 7706H,REEVES,CHIEF PINKIE UNIT,16,2,08-049049-O,HOEFS T-K,02PDNP,WCA,10278,5/1/2017,5/24/2017,H,31.06764281,-103.3978905,31.03947219,-103.3974683,31.0535575,-103.3976794,2017,5
4238935759,DB,STATE BULLSEYE 101AH,REEVES,STATE BULLSEYE,17,2,08-285291-G,ALPINE HIGH,02PA,DEVONIAN,5022,8/1/2017,8/1/2017,H,30.95848646,-103.625434,30.97161943,-103.6206229,30.96505295,-103.6230284,2017,8
4238935922,DB,SUNDOWN 1H,REEVES,SUNDOWN,18,2,08-049900-O,PHANTOM,01PDP,WCA,4806,12/1/2017,1/9/2018,H,31.0827028,-103.5028861,31.06978884,-103.5059194,31.07624582,-103.5044028,2017,12
4238935925,DB,MAN O WAR 26 UNIT B 3HL,REEVES,MAN O WAR 26 UNIT B,19,2,08-050320-O,WOLFBONE,01PDP,WCA,4911,11/1/2017,11/24/2017,H,31.27816419,-103.5832831,31.2915809,-103.5820141,31.28487255,-103.5826486,2017,11
4238935960,DB,GIRAFFE UNIT 18D 6H,REEVES,GIRAFFE UNIT 18D,20,2,08-049820-O,WOLFBONE,01PDP,WCB,8335,12/1/2017,2/6/2018,H,31.22139779,-103.1852547,31.24424329,-103.1853405,31.23282054,-103.1852976,2017,12
4238935974,DB,CABRITO STATE 6H,REEVES,CABRITO STATE,21,2,08-054544-O,PHANTOM,01PDP,WCA,4801,9/1/2017,9/19/2017,H,31.385806,-103.434865,31.398869,-103.432998,31.3923375,-103.4339315,2017,9
4238935975,DB,TOYAH WEST 4-9 12NH,REEVES,TOYAH WEST 4-9,22,2,08-057650-O,WOLFBONE,01PDP,WCA,10318,8/1/2017,9/8/2017,H,31.27351337,-103.4367913,31.301796,-103.4367718,31.28765468,-103.4367815,2017,8
4238936034,DB,AYERS UNIT `24` 2WA,REEVES,AYERS UNIT `24`,23,2,08-056912-O,HOEFS T-K,01PDP,WCA,7776,11/1/2017,11/6/2017,H,31.36586193,-103.2518581,31.38669753,-103.2466022,31.37627973,-103.2492302,2017,11
4238936066,DB,HOLLYWOOD UNIT 1406H,REEVES,HOLLYWOOD UNIT,24,2,08-050825-O,HOEFS T-K,01PDP,WCA,11717,9/1/2018,9/5/2018,H,31.37891175,-103.4880604,31.41082103,-103.4837789,31.39486639,-103.4859196,2018,9
4238937339,DB,SHARKTOOTH 3-4 2WA,REEVES,SHARKTOOTH 3-4,25,2,08-051998-O,HOEFS T-K,01PDP,WCB,10773,4/1/2019,4/12/2019,H,31.2567688,-103.1364799,31.25549701,-103.1019675,31.2561329,-103.1192237,2019,4
4238937374,DB,BLUE TOPAZ STATE UNIT 251-252W 1H,REEVES,BLUE TOPAZ STATE UNIT 251-252W,26,2,08-052769-O,WOLFBONE,01PDP,WCB,10117,6/1/2019,6/19/2019,H,31.22235528,-103.5342545,31.1952542,-103.5411339,31.20880474,-103.5376942,2019,6
4238937413,DB,MDJ CALDWELL TESLA UNIT 21EH,REEVES,MDJ CALDWELL TESLA UNIT,27,0,08-288385-G,WOLFBONE,01PDP,WCB,13255,1/1/2019,1/22/2019,H,31.03578562,-103.3639263,31.03879507,-103.3216648,31.03729035,-103.3427955,2019,1
4238937494,DB,SAM PREWITT 255-256 UNIT C 6H,REEVES,SAM PREWITT 255-256 UNIT C,28,2,08-053772-O,PHANTOM,01PDP,WCA,9525,8/1/2019,8/6/2019,H,31.25321612,-103.5211796,31.27893278,-103.5159017,31.26607445,-103.5185407,2019,8
4238937727,DB,BALMORHEA STATE 33-50 UNIT 7H,REEVES,BALMORHEA STATE 33-50 UNIT,29,0,08-053040-O,WOLFBONE,01PDP,WCA,7520,3/1/2020,3/25/2020,H,31.33795306,-103.5227161,31.35822994,-103.5183821,31.3480915,-103.5205491,2020,3
4238937766,DB,SANDSTORM UNIT 4202H,REEVES,SANDSTORM UNIT,30,2,08-053231-O,HOEFS T-K,01PDP,WCA,8510,9/1/2019,9/30/2019,H,31.09643889,-103.4652544,31.08048933,-103.4851329,31.08846411,-103.4751936,2019,9
4238937823,DB,ORPHEUM STATE 11-14-1N 16H,REEVES,ORPHEUM STATE 11-14-1N,31,2,08-053514-O,WOLFBONE,01PDP,WCA,10186,11/1/2019,11/4/2019,H,31.25972784,-103.3914179,31.28762997,-103.3902623,31.2736789,-103.3908401,2019,11
4238937830,DB,JANEY 24-25 WEST STATE UNIT 12H,REEVES,JANEY 24-25 WEST STATE UNIT,32,2,08-052679-O,WOLFBONE,01PDP,WCA,11017,5/1/2019,5/26/2019,H,31.22819257,-103.3814078,31.25827511,-103.3845011,31.24323384,-103.3829545,2019,5
4238937909,DB,DOC HOLLIDAY STATE 34-43 UNIT 9H,REEVES,DOC HOLLIDAY STATE 34-43 UNIT,33,2,08-053003-O,WOLFBONE,01PDP,WCA,10192,4/1/2020,4/20/2020,H,31.3287339,-103.507896,31.35624211,-103.5021875,31.34248801,-103.5050418,2020,4
4238937973,DB,LUKE SHORT 38-37 UNIT A 6H,REEVES,LUKE SHORT 38-37 UNIT A,34,2,08-052867-O,PHANTOM,01PDP,WCA,6653,8/1/2019,9/1/2019,H,31.37624352,-103.5564397,31.35831159,-103.5603277,31.36727755,-103.5583837,2019,8
4238937975,DB,PEASE UNIT 134-135W 1H,REEVES,PEASE UNIT 134-135W,35,2,08-053806-O,WOLFBONE,01PDP,WCA,7421,10/1/2019,10/13/2019,H,31.08009636,-103.6391524,31.0999957,-103.6342202,31.09004603,-103.6366863,2019,10
4238938002,DB,WARLANDER 506BS,REEVES,WARLANDER,36,2,08-051176-O,HOEFS T-K,01PDP,WCXY,11055,10/1/2019,11/21/2019,H,31.34678498,-103.2099818,31.3768953,-103.2059814,31.36184014,-103.2079816,2019,10
4238938025,DB,BECKER 6-30 UNIT B 3H,REEVES,BECKER 6-30 UNIT B,37,0,08-290890-G,PHANTOM,01PDP,WCA,10037,3/1/2020,3/14/2020,H,31.3709554,-103.4490833,31.3976076,-103.4410859,31.3842815,-103.4450846,2020,3
4238938079,DB,APOLLO 2-11-1N 81H,REEVES,APOLLO 2-11-1N,38,2,08-053027-O,WOLFBONE,01PDP,3RD BS,11365,8/1/2019,8/18/2019,H,31.2708358,-103.4058544,31.30198784,-103.4062155,31.28641182,-103.406035,2019,8
4238938122,DB,RYMAN 14-23-1S 82H,REEVES,RYMAN 14-23-1S,39,2,08-054082-O,WOLFBONE,01PDP,3RD BS,10251,9/1/2020,9/22/2020,H,31.2716858,-103.4006154,31.24392543,-103.4056906,31.25780562,-103.403153,2020,9
4238934686,DB,WAHA P804H,REEVES,WAHA,40,2,08-047318-O,PHANTOM,01PDP,WCA,4885,6/1/2015,6/22/2015,H,31.27360388,-103.1877844,31.26022924,-103.188565,31.26691656,-103.1881747,2015,6
4238934783,DB,ANGLER UNIT 303H,REEVES,ANGLER UNIT,41,2,08-046854-O,WOLFBONE,01PDP,WCA,8304,10/1/2015,12/1/2015,H,31.28816312,-103.4180463,31.31089188,-103.4166005,31.2995275,-103.4173234,2015,10
4238934789,DB,GORILLA 20 12H,REEVES,GORILLA 20,42,2,08-042874-O,WOLFBONE,01PDP,WCA,4920,6/1/2015,6/22/2015,H,31.25804479,-103.3521892,31.24455901,-103.3521386,31.2513019,-103.3521639,2015,6
4238934898,DB,CWI STATE 8H,REEVES,CWI STATE,43,2,08-049003-O,PHANTOM,01PDP,WCXY,4778,9/1/2015,9/20/2015,H,31.34263661,-103.4614403,31.35548632,-103.4584672,31.34906147,-103.4599538,2015,9
4238934969,DB,VANGUARD 3 13H,REEVES,VANGUARD 3,44,2,08-043219-O,WOLFBONE,01PDP,WCA,4802,11/1/2015,11/10/2015,H,31.34612803,-103.3695344,31.33327653,-103.372866,31.33970228,-103.3712002,2015,11
4238934978,DB,LESLIE `11` 11H,REEVES,LESLIE `11`,45,2,08-041627-O,WOLFBONE,01PDP,WCA,6352,12/1/2015,12/13/2015,H,31.31966846,-103.3103295,31.30281046,-103.3154242,31.31123946,-103.3128769,2015,12
4238934988,DB,TEAGUE-OWENS UNIT 1H,REEVES,TEAGUE-OWENS UNIT,46,2,08-047961-O,PHANTOM,01PDP,WCA,8223,8/1/2016,8/29/2016,H,31.31460283,-103.5426884,31.33673037,-103.5376688,31.3256666,-103.5401786,2016,8
4238935059,DB,ELAND STATE `14` 11H,REEVES,ELAND STATE `14`,47,2,08-042726-O,WOLFBONE,01PDP,WCA,5786,12/1/2015,12/6/2015,H,31.25726167,-103.3038853,31.27312277,-103.3039274,31.26519222,-103.3039063,2015,12
4238935069,DB,ELAND STATE `14` 18H,REEVES,ELAND STATE `14`,48,0,08-042726-O,WOLFBONE,01PDP,WCA,5418,1/1/2016,1/29/2016,H,31.25833671,-103.2904516,31.27316314,-103.2894273,31.26574993,-103.2899395,2016,1
4238935167,DB,TREES RANCH 65-64 4307H,REEVES,TREES RANCH 65-64,49,2,08-047976-O,PHANTOM,01PDP,WCA,8036,8/1/2016,9/18/2016,H,31.32069544,-103.0615438,31.29867582,-103.0609173,31.30968563,-103.0612305,2016,8
4238935281,DB,REEVES TXL FEE T7-50-15 5H,REEVES,REEVES TXL FEE T7-50-15,50,0,08-044897-O,WOLFBONE,01PDP,WCA,5895,1/1/2017,2/19/2017,H,31.25705135,-103.3093204,31.27301323,-103.3122539,31.26503229,-103.3107871,2017,1
4238935320,DB,MONROE 28-39 UNIT A 5HL,REEVES,MONROE 28-39 UNIT A,51,2,08-048605-O,WOLFBONE,01PDP,WCA,9829,8/1/2017,8/12/2017,H,31.31483436,-103.4843898,31.34158096,-103.4805925,31.32820766,-103.4824912,2017,8
4238935321,DB,MONROE 28-39 UNIT A 31H,REEVES,MONROE 28-39 UNIT A,51,2,08-048605-O,WOLFBONE,01PDP,3RD BS,9847,8/1/2017,8/13/2017,H,31.31476776,-103.4843287,31.34157546,-103.4806537,31.32817161,-103.4824912,2017,8
4238935377,DB,REEVES STATE T7-50-30 1H,REEVES,REEVES STATE T7-50-30,52,2,08-049178-O,WOLFBONE,01PDP,WCA,10453,9/1/2017,9/26/2017,H,31.24375565,-103.3686022,31.21520123,-103.3713719,31.22947844,-103.369987,2017,9
4238935591,DB,REEVES TXL FEE T7-50-9 5H,REEVES,REEVES TXL FEE T7-50-9,53,2,08-045209-O,WOLFBONE,01PDP,WCA,5888,12/1/2017,1/16/2018,H,31.28963344,-103.3263704,31.27361033,-103.3286311,31.28162188,-103.3275007,2017,12
4238935636,DB,MONROE 28-39 UNIT A 8H,REEVES,MONROE 28-39 UNIT A,51,2,08-048605-O,WOLFBONE,01PDP,WCA,9801,5/1/2018,5/16/2018,H,31.31441998,-103.4817008,31.34103098,-103.4773841,31.32772548,-103.4795424,2018,5
4238935781,DB,RANGER C5-15 4114H,REEVES,RANGER C5-15,54,2,08-049608-O,PHANTOM,01PDP,WCA,4862,9/1/2017,10/1/2017,H,31.30147088,-103.2220127,31.28814494,-103.2218805,31.29480791,-103.2219466,2017,9
4238935872,DB,FURY 102AH,REEVES,FURY,55,0,08-286785-G,ALPINE HIGH,01PDP,WOODFORD,5063,1/1/2018,1/29/2018,H,30.97118311,-103.6137527,30.98444659,-103.6089934,30.97781485,-103.6113731,2018,1
4238935884,DB,PARKER B 3H,REEVES,PARKER B,56,2,08-049791-O,PHANTOM,01PDP,WCA,10032,11/1/2017,11/5/2017,H,31.33158612,-103.6161389,31.35834169,-103.6087,31.3449639,-103.6124194,2017,11
4238935945,DB,ADOBE A 3H,REEVES,ADOBE A,57,0,08-050110-O,PHANTOM,01PDP,WCA,10123,2/1/2018,2/8/2018,H,31.18411742,-103.5605576,31.21136549,-103.5544336,31.19774145,-103.5574956,2018,2
4238936011,DB,BILLY THE KID 31-24 UNIT A 32H,REEVES,BILLY THE KID 31-24 UNIT A,58,2,08-049555-O,WOLFBONE,01PDP,3RD BS,10908,6/1/2018,6/4/2018,H,31.35622007,-103.5077667,31.38566944,-103.5017186,31.37094475,-103.5047427,2018,6
4238936470,DB,CWI STATE LONG C U 49H,REEVES,CWI STATE LONG C,59,2,08-050985-O,PHANTOM,01PDP,WCA,10827,6/1/2018,6/24/2018,H,31.35581665,-103.4495833,31.32634833,-103.4536958,31.34108249,-103.4516395,2018,6
4238936494,DB,MEDINA STATE UNIT 15-17 1H,REEVES,MEDINA STATE UNIT 15-17,60,2,08-049665-O,WOLFBONE,01PDP,WCB,6830,6/1/2018,6/24/2018,H,31.18513975,-103.6256927,31.16641742,-103.6256217,31.17577858,-103.6256572,2018,6
4238936627,DB,BLACKSTONE WEST U 18H,REEVES,BLACKSTONE WEST,61,2,08-049920-O,PHANTOM,01PDP,WCA,4773,4/1/2018,4/7/2018,H,31.27218397,-103.365615,31.25913229,-103.3666907,31.26565813,-103.3661528,2018,4
4238936686,DB,SAM PREWITT 255-256 UNIT A 11H,REEVES,SAM PREWITT 255-256 UNIT A,62,2,08-050799-O,WOLFBONE,02PDNP,WCA,9424,4/1/2020,4/1/2020,H,31.24988347,-103.5138896,31.27531993,-103.5086305,31.2626017,-103.51126,2020,4
4238936704,DB,SAM BIRD 6-3 71H,REEVES,SAM BIRD 6-3,63,2,08-292650-G,PHANTOM,01PDP,WCB,7955,5/1/2018,5/11/2018,H,31.40050887,-103.4308101,31.42226165,-103.4290506,31.41138526,-103.4299303,2018,5
4238936041,DB,HOLLYWOOD UNIT 1455H,REEVES,HOLLYWOOD UNIT,24,2,08-050825-O,HOEFS T-K,01PDP,3RD BS,11754,8/1/2018,8/22/2018,H,31.37888776,-103.4879186,31.41074054,-103.4822455,31.39481414,-103.485082,2018,8
4238936079,DB,COLLIER 25-36 UNIT A 2HL,REEVES,COLLIER 25-36 UNIT A,64,2,08-050997-O,HOEFS T-K,01PDP,WCA,10778,6/1/2018,6/6/2018,H,31.12686118,-103.48981,31.09732548,-103.4891,31.11209333,-103.489455,2018,6
4238936089,DB,NECHES UNIT 178-179W 1H,REEVES,NECHES UNIT 178-179W,65,2,08-049736-O,WOLFBONE,01PDP,WCA,10036,12/1/2018,12/23/2018,H,31.05670468,-103.5932583,31.08358979,-103.586453,31.07014724,-103.5898557,2018,12
4238936154,DB,JANEY STATE 24-25 UNIT 16H,REEVES,JANEY STATE 24-25 UNIT,66,0,08-049984-O,WOLFBONE,01PDP,WCA,10778,2/1/2018,2/1/2018,H,31.22904567,-103.3756122,31.25856966,-103.3743925,31.24380767,-103.3750023,2018,2
4238936282,DB,CARPENTER STATE A U 30H,REEVES,CARPENTER STATE A,67,0,08-050216-O,PHANTOM,01PDP,WCA,7493,3/1/2018,3/5/2018,H,31.15141669,-103.5420306,31.17170829,-103.5383139,31.16156249,-103.5401722,2018,3
4238936289,DB,JALAPENO STATE 216-215 UNIT A 3HL,REEVES,JALAPENO STATE 216-215 UNIT A,68,0,08-050670-O,HOEFS T-K,01PDP,WCA,10065,3/1/2018,3/13/2018,H,31.11133081,-103.5646859,31.13864617,-103.56015,31.12498849,-103.562418,2018,3
4238939076,DB,REV BX T8-51-3 1H,REEVES,REV BX T8-51-3,69,2,08-056008-O,WOLFBONE,01PDP,WCA,10133,6/1/2021,6/2/2021,H,31.17221097,-103.4202038,31.199872,-103.4231518,31.18604149,-103.4216778,2021,6
4238939201,DB,TALLADEGA UNIT 2B14 14H,REEVES,TALLADEGA UNIT 2B14,70,2,08-056476-O,WOLFBONE,01PDP,WCA,8357,9/1/2021,9/25/2021,H,31.2432459,-103.2430171,31.2661535,-103.2430086,31.2546997,-103.2430129,2021,9
4238939203,DB,BEXAR 4-3 EAST UNIT 2 10H,REEVES,BEXAR 4-3 EAST UNIT 2,71,2,08-057242-O,WOLFBONE,01PDP,3RD BS,9344,7/1/2021,6/15/2021,H,31.17229602,-103.4114486,31.19787706,-103.4099793,31.18508654,-103.410714,2021,7
4238939219,DB,J A HORD WEST C 232H,REEVES,J A HORD WEST C,72,0,08-055900-O,PHANTOM,01PDP,WCA,10309,2/1/2021,2/8/2021,H,31.35946092,-103.2941785,31.33200158,-103.3019889,31.34573125,-103.2980837,2021,2
4238932199,DB,RAPE `14` 1H,REEVES,RAPE `14`,73,2,08-188762-G,WAHA,01PDP,DEVONIAN,4056,11/1/2001,3/20/2002,H,31.3008619,-103.1387991,31.28976393,-103.1380168,31.29531292,-103.138408,2001,11
4238932210,DB,MOORE WAYNE 3 1H,REEVES,MOORE WAYNE 3,74,2,08-213334-G,WAHA WEST,01PDP,DEVONIAN,4095,6/1/2004,7/5/2004,H,31.27092632,-103.1335942,31.26075367,-103.1280472,31.26584,-103.1308207,2004,6
4238932244,DB,BODKINS 12H,REEVES,BODKINS,75,2,08-195658-G,WAHA WEST,01PDP,DEVONIAN,5600,11/1/2002,10/18/2002,H,31.310739,-103.151259,31.31241087,-103.1597301,31.31157494,-103.1554946,2002,11
4238932303,DB,TEXACO 17 2H,REEVES,TEXACO 17,76,0,08-214414-G,WOLFBONE,01PDP,WCA,4521,2/1/2005,9/10/2015,H,31.1549661,-103.3511334,31.14261298,-103.3500038,31.14878954,-103.3505686,2005,2
4238937952,DB,IMPERIAL EAGLE 24 5H,REEVES,IMPERIAL EAGLE 24,77,2,08-290973-G,PHANTOM,01PDP,WCB,7734,10/1/2019,10/7/2019,H,31.3632889,-103.6308643,31.37573809,-103.6107657,31.36951349,-103.620815,2019,10
4238936915,DB,GRISSOM WEST 31-42 UNIT 22NH,REEVES,GRISSOM WEST 31-42 UNIT,78,2,08-049077-O,WOLFBONE,01PDP,WCA,7760,6/1/2018,6/13/2018,H,31.08423151,-103.3687533,31.10550049,-103.3686906,31.094866,-103.368722,2018,6
4238936947,DB,YORK STATE 33 1H 1H,REEVES,YORK STATE 33 1H,79,0,08-290254-G,PHANTOM,01PDP,WCC,7725,1/1/2019,1/13/2019,H,31.31121697,-103.7190114,31.29004262,-103.7189782,31.3006298,-103.7189948,2019,1
4238937024,DB,CARPENTER STATE C U 09H,REEVES,CARPENTER STATE C,80,2,08-051260-O,PHANTOM,01PDP,WCA,7533,10/1/2018,10/19/2018,H,31.1523427,-103.5478674,31.17279449,-103.5445361,31.16256859,-103.5462018,2018,10
4238937114,DB,JERSEY LILLY 17-7 UNIT B 46H,REEVES,JERSEY LILLY 17-7 UNIT B,81,2,08-059950-O,PHANTOM,01PDP,WCA,9726,10/1/2018,10/27/2018,H,31.3916761,-103.5264906,31.41754057,-103.5189234,31.40460834,-103.522707,2018,10
4238938296,DB,PERKINS 2-1S 31H,REEVES,PERKINS 2-1S,82,2,08-053506-O,PHANTOM,01PDP,WCB,10321,10/1/2019,10/16/2019,H,31.42947076,-103.4341302,31.40202509,-103.4421696,31.41574792,-103.4381499,2019,10
4238938404,DB,CITY OF PECOS STATE 15-16 A-1 5H,REEVES,CITY OF PECOS STATE 15-16 A-1,83,0,08-053738-O,PHANTOM,01PDP,WCXY,8976,1/1/2020,1/20/2020,H,31.37818265,-103.5215856,31.40193297,-103.5140631,31.39005781,-103.5178244,2020,1
4238937234,DB,SKY KING 47-36-20 UNIT D-C 12H,REEVES,SKY KING 47-36-20 UNIT D-C,84,2,08-052095-O,WOLFBONE,01PDP,WCA,11613,4/1/2019,4/3/2019,H,31.35620512,-103.5867914,31.38755877,-103.5803556,31.37188194,-103.5835735,2019,4
4238937292,DB,SIEBER TRUST B 05H,REEVES,SIEBER TRUST,85,0,08-049253-O,PHANTOM,01PDP,WCB,9570,1/1/2019,1/16/2019,H,31.40262697,-103.415015,31.42849477,-103.4099093,31.41556087,-103.4124621,2019,1
4238937300,DB,STATE CALIFORNIA CHROME 27 9H,REEVES,STATE CALIFORNIA CHROME 27,86,2,08-290913-G,PHANTOM,02PDNP,WCA,4890,12/1/2018,12/22/2018,H,31.32011185,-103.6650166,31.30675413,-103.6663328,31.31343299,-103.6656747,2018,12
4238937337,DB,SHARKTOOTH 3-4 1WA,REEVES,SHARKTOOTH 3-4,25,2,08-051998-O,HOEFS T-K,01PDP,WCA,10771,4/1/2019,4/11/2019,H,31.2568521,-103.1364799,31.25791634,-103.1019619,31.25738422,-103.1192209,2019,4
4238937371,DB,WILD BILL HICKOK 205-206 UNIT B 7H,REEVES,WILD BILL HICKOK 205-206 UNIT B,87,2,08-051809-O,PHANTOM,01PDP,WCA,7542,8/1/2019,8/28/2019,H,31.28060592,-103.5294,31.26017605,-103.5331023,31.27039098,-103.5312511,2019,8
4238938447,DB,GRAVES STATE 83HR,REEVES,GRAVES STATE,88,2,08-040374-O,WOLFBONE,01PDP,3RD BS,10969,11/1/2019,11/28/2019,H,31.21368732,-103.4663617,31.24366962,-103.4637364,31.22867847,-103.465049,2019,11
4238938484,DB,LULU PARR STATE 199-200 UNIT B-1 5H,REEVES,LULU PARR STATE 199-200 UNIT B-1,89,0,08-054512-O,PHANTOM,01PDP,WCA,9352,2/1/2020,2/13/2020,H,31.28751234,-103.5430388,31.31255883,-103.5366496,31.30003558,-103.5398442,2020,2
